player_id,rank,player_name,age,club,league,nationality,position,preffered_foot,height_(in cm),weight_(in kg),alt_position,ovr,pac,pac+-,sho,sho+-,pas,pas+-,dri,dri+-,def,def+-,phy,phy+-
240130,101,Éder Militão,26.0,Real Madrid,LALIGA EA SPORTS,Brazil,CB,Right,186,78,,85,85,0,50,0,69,0,71,0,85,-1,82,0
247851,101,Bruno Guimarães,27.0,Newcastle Utd,Premier League,brazil,CDM,Right,182,74,['CM'],85,68,-3,75,1,83,2,84,0,79,-1,83,2
233731,101,Alexander Isak,25.0,Newcastle Utd,Premier League,Sweden,ST,Right,192,77,,85,85,2,84,3,73,1,86,2,39,0,74,2
215914,101,N'Golo Kanté,33.0,Al Ittihad,ROSHN Saudi League,France,CDM,Right,168,70,['CM'],85,76,7,65,0,73,0,80,0,85,0,78,1
241486,101,Jules Koundé,26.0,FC Barcelona,LALIGA EA SPORTS,france,RB,Right,180,75,['CB'],85,84,0,45,0,70,2,75,0,86,0,80,0
255253,101,Vitinha,24.0,Paris SG,Ligue 1 McDonald's,Portugal,CM,Right,172,64,['CDM'],85,72,3,77,9,84,5,87,2,73,3,68,2
220697,101,James Maddison,28.0,Spurs,Premier League,England,CAM,Right,175,73,['RM'],85,71,0,81,0,86,0,86,0,54,0,63,0
204485,101,Riyad Mahrez,33.0,Al Ahli,ROSHN Saudi League,algeria,RM,Left,179,67,['RW'],85,79,0,81,0,81,0,88,-1,39,1,62,2
262621,101,Giorgi Mamardashvili,24.0,Valencia CF,LALIGA EA SPORTS,Georgia,GK,Left,199,88,,85,86,6,83,4,72,-3,85,3,48,0,85,5
225193,101,Mikel Merino,28.0,Arsenal,Premier League,Spain,CM,Left,189,83,['CAM'],85,72,0,79,1,82,0,82,0,83,0,82,0
223848,101,Sergej Milinković-Savić,29.0,Al Hilal,ROSHN Saudi League,serbia,CM,Right,192,95,['CDM'],85,64,-4,80,0,81,-1,82,0,78,-1,88,2
243580,101,Loïs Openda,24.0,RB Leipzig,Bundesliga,belgium,ST,Right,177,75,,85,93,0,84,5,69,1,81,1,31,0,79,1
229391,101,Palhinha,29.0,FC Bayern München,Bundesliga,portugal,CDM,Right,190,83,['CM'],85,52,-10,68,1,72,1,74,-2,85,1,90,1
257534,101,Cole Palmer,22.0,Chelsea,Premier League,England,RM,Left,189,74,"['CAM', 'RW']",85,75,1,82,16,83,21,86,16,50,4,66,9
216267,101,Andrew Robertson,30.0,Liverpool,Premier League,scotland,LB,Left,178,64,,85,78,-2,61,0,82,0,79,-2,81,0,78,1
222492,101,Leroy Sané,28.0,FC Bayern München,Bundesliga,germany,RM,Left,183,80,"['LM', 'RW']",85,90,-1,83,2,80,0,86,1,37,-1,70,2
247819,101,Nico Schlotterbeck,24.0,Borussia Dortmund,Bundesliga,germany,CB,Left,191,86,,85,77,-1,59,1,70,3,73,0,85,0,82,0
203574,101,John Stones,30.0,Manchester City,Premier League,England,CB,Right,188,76,"['CDM', 'RB']",85,69,-3,58,6,75,0,79,2,85,0,77,0
241637,101,Aurélien Tchouaméni,24.0,Real Madrid,LALIGA EA SPORTS,France,CDM,Right,188,82,"['CM', 'CB']",85,73,0,69,0,79,0,78,0,82,1,82,1
224458,101,Diogo Jota,27.0,Liverpool,Premier League,portugal,ST,Right,178,70,['LW'],85,82,0,82,0,75,0,84,-1,57,0,79,2
241096,101,Sandro Tonali,24.0,Newcastle Utd,Premier League,Italy,CDM,Right,181,79,['CM'],85,84,0,74,0,81,0,81,0,82,0,82,-2
221697,101,Ollie Watkins,28.0,Aston Villa,Premier League,England,ST,Right,180,70,,85,85,1,83,4,73,5,80,4,50,4,83,8
256516,101,Nico Williams,22.0,Athletic Club,LALIGA EA SPORTS,spain,LM,Right,181,67,"['RM', 'LW']",85,93,0,75,2,78,6,86,3,36,3,65,5
199845,148,Francesco Acerbi,36.0,Lombardia FC,Serie A Enilive,italy,CB,Left,192,88,,84,60,0,50,0,64,0,65,1,86,0,80,0
229237,148,Manuel Akanji,29.0,Manchester City,Premier League,switzerland,CB,Right,187,91,,84,78,1,48,0,71,1,75,3,85,2,82,4
208920,148,Nathan Aké,29.0,Manchester City,Premier League,Holland,CB,Left,180,75,['LB'],84,76,1,53,0,72,0,75,1,84,2,77,0
246191,148,Julián Álvarez,24.0,Atlético de Madrid,LALIGA EA SPORTS,argentina,ST,Right,170,71,['CAM'],84,85,6,84,3,80,4,85,2,57,2,78,2
192629,148,Iago Aspas,37.0,RC Celta,LALIGA EA SPORTS,spain,ST,Left,176,67,,84,81,0,86,1,79,0,86,0,35,0,65,1
209981,148,Yassine Bounou,33.0,Al Hilal,ROSHN Saudi League,Morocco,GK,Left,195,78,,84,81,-1,82,-1,77,-2,86,-1,38,0,83,-1
235805,148,Federico Chiesa,27.0,Liverpool,Premier League,Italy,RW,Right,175,70,"['LW', 'ST', 'RM']",84,93,2,83,1,76,0,86,0,52,-1,75,0
213345,148,Kingsley Coman,28.0,FC Bayern München,Bundesliga,france,LM,Right,181,75,"['RM', 'LW']",84,89,0,75,-1,79,0,87,0,30,0,62,0
224293,148,Rúben Neves,27.0,Al Hilal,ROSHN Saudi League,Portugal,CDM,Right,180,83,['CM'],84,57,-3,75,0,86,0,77,0,77,1,77,4
235243,148,Matthijs de Ligt,25.0,Man Utd,Premier League,holland,CB,Right,189,89,,84,62,-4,61,0,63,-1,67,-1,85,0,83,-3
212616,148,Rodrigo De Paul,30.0,Atlético de Madrid,LALIGA EA SPORTS,argentina,CM,Right,180,70,['CDM'],84,76,-2,77,0,83,0,82,0,76,1,82,-1
233419,148,Raphinha,27.0,FC Barcelona,LALIGA EA SPORTS,brazil,RW,Left,176,68,"['LW', 'RM']",84,91,0,79,0,78,0,86,0,53,0,73,0
241084,148,Luis Díaz,27.0,Liverpool,Premier League,Colombia,LW,Right,180,73,"['RW', 'LM']",84,90,-1,80,-1,75,0,87,0,39,5,75,1
226268,148,Federico Dimarco,27.0,Lombardia FC,Serie A Enilive,Italy,LB,Left,174,76,['LM'],84,80,1,77,6,84,4,83,4,78,4,81,10
242458,148,Artem Dovbyk,27.0,AS Roma,Serie A Enilive,ukraine,ST,Left,189,78,,84,84,10,85,18,69,14,79,15,34,6,81,8
253149,148,Jeremie Frimpong,23.0,Leverkusen,Bundesliga,holland,RM,Right,172,65,"['RB', 'RW']",84,93,-1,62,6,75,0,86,2,75,1,69,-1
228813,148,Aleix García,27.0,Leverkusen,Bundesliga,spain,CM,Right,173,68,['CDM'],84,67,3,77,3,85,4,84,4,76,5,68,2
206517,148,Jack Grealish,29.0,Manchester City,Premier League,england,LW,Right,180,81,['LM'],84,76,0,76,0,82,-2,88,0,53,0,73,0
215441,148,Serhou Guirassy,28.0,Borussia Dortmund,Bundesliga,guinea,ST,Right,187,82,,84,69,4,86,9,71,5,80,4,39,1,79,2
241651,148,Viktor Gyökeres,26.0,Sporting CP,Liga Portugal,sweden,ST,Right,187,90,['LW'],84,90,10,83,11,67,4,80,4,36,4,91,6
235212,148,Achraf Hakimi,26.0,Paris SG,Ligue 1 McDonald's,Morocco,RB,Right,181,73,,84,91,-1,76,1,80,0,80,0,75,0,78,0
190941,148,Lukáš Hrádecký,35.0,Leverkusen,Bundesliga,finland,GK,Right,192,85,,84,85,2,80,3,69,4,87,1,40,0,82,3
201024,148,Kalidou Koulibaly,33.0,Al Hilal,ROSHN Saudi League,senegal,CB,Right,186,93,,84,76,0,48,0,64,1,67,-1,85,1,84,1
208722,148,Sadio Mané,32.0,Al Nassr,ROSHN Saudi League,Senegal,LM,Right,174,69,"['RM', 'ST', 'LW']",84,83,-2,81,-2,78,-1,86,-1,44,0,75,1
239301,148,Lisandro Martínez,26.0,Man Utd,Premier League,Argentina,CB,Left,178,77,,84,71,-2,59,0,78,0,79,0,85,0,81,-2
234577,148,Diogo Costa,25.0,FC Porto,Liga Portugal,Portugal,GK,Right,192,84,,84,83,3,78,1,82,2,86,0,35,0,83,3
228618,148,Ferland Mendy,29.0,Real Madrid,LALIGA EA SPORTS,France,LB,Left,180,73,,84,89,-3,64,0,76,0,76,-1,81,4,85,-1
232411,148,Christopher Nkunku,27.0,Chelsea,Premier League,france,CAM,Right,177,68,['ST'],84,81,-1,81,0,81,-2,86,-2,60,-2,67,0
244260,148,Dani Olmo,26.0,FC Barcelona,LALIGA EA SPORTS,Spain,CAM,Right,179,72,['CM'],84,73,5,77,1,82,0,87,1,50,0,57,-2
231521,148,Exequiel Palacios,26.0,Leverkusen,Bundesliga,argentina,CM,Right,178,69,['CDM'],84,69,5,76,2,79,2,82,3,82,3,73,0
226851,148,Benjamin Pavard,28.0,Lombardia FC,Serie A Enilive,France,CB,Right,186,81,['RB'],84,75,5,67,5,75,2,75,3,86,1,81,3
227127,148,Álex Remiro,29.0,Real Sociedad,LALIGA EA SPORTS,spain,GK,Right,192,79,,84,84,0,79,1,80,0,86,0,42,0,86,0
232488,148,Cristian Romero,26.0,Spurs,Premier League,Argentina,CB,Right,185,79,,84,68,-2,46,0,59,0,66,0,85,1,81,1
204923,148,Marcel Sabitzer,30.0,Borussia Dortmund,Bundesliga,Austria,CM,Right,178,76,"['CAM', 'CDM']",84,76,7,84,3,81,1,82,2,75,3,79,4
200145,148,Casemiro,32.0,Man Utd,Premier League,Brazil,CDM,Right,185,84,['CM'],84,38,-25,74,-1,77,-2,69,-4,82,-7,82,-6
240091,148,Guglielmo Vicario,28.0,Spurs,Premier League,italy,GK,Right,194,76,,84,84,1,80,-1,79,0,87,2,52,18,84,1
246430,148,Dušan Vlahović,24.0,Juventus,Serie A Enilive,Serbia,ST,Left,190,75,,84,78,-2,84,-1,69,3,79,0,29,0,83,1
188377,148,Kyle Walker,34.0,Manchester City,Premier League,England,RB,Right,183,83,,84,89,-1,64,1,77,0,78,0,79,0,81,0
231936,148,Benjamin White,27.0,Arsenal,Premier League,England,RB,Right,185,77,['CB'],84,73,1,35,5,77,7,78,4,83,1,80,3
224334,220,Marcos Acuña,33.0,River Plate,Libertadores,argentina,LB,Left,172,69,['LM'],83,74,-1,74,0,82,-1,82,-1,80,-1,84,0
212242,220,Robert Andrich,30.0,Leverkusen,Bundesliga,Germany,CDM,Right,186,85,"['CM', 'CB']",83,54,-3,77,1,76,0,73,0,83,2,83,-2
226754,220,Ismaël Bennacer,26.0,Milano FC,Serie A Enilive,Algeria,CDM,Left,175,70,"['CM', 'CAM']",83,77,-3,73,1,82,1,85,-1,78,-1,75,-3
210935,220,Domenico Berardi,30.0,Sassuolo,Serie BKT,italy,RW,Left,183,72,['RM'],83,79,-3,81,-2,78,-3,85,-2,36,0,70,-2
248243,220,Eduardo Camavinga,22.0,Real Madrid,LALIGA EA SPORTS,france,CM,Left,182,68,"['CDM', 'LB']",83,80,1,67,1,81,1,84,2,78,2,80,0
208418,220,Yannick Carrasco,31.0,Al Shabab,ROSHN Saudi League,Belgium,LW,Right,181,73,['LM'],83,88,0,81,0,80,0,85,0,59,0,67,1
213661,220,Andreas Christensen,28.0,FC Barcelona,LALIGA EA SPORTS,Denmark,CB,Right,187,82,['CDM'],83,67,0,32,0,68,0,71,0,85,0,76,0
198176,220,Stefan de Vrij,32.0,Lombardia FC,Serie A Enilive,Holland,CB,Right,189,78,,83,62,-2,41,0,65,1,69,0,85,1,75,-1
183898,220,Ángel Di María,36.0,SL Benfica,Liga Portugal,Argentina,RM,Left,180,69,"['CAM', 'RW']",83,76,-2,80,2,85,-1,88,-1,48,0,66,-1
241852,220,Moussa Diaby,25.0,Al Ittihad,ROSHN Saudi League,France,RM,Left,170,67,"['ST', 'CAM', 'RW']",83,95,0,75,2,74,-1,86,0,43,1,53,-6
235410,220,Youssef En-Nesyri,27.0,Fenerbahçe,Trendyol Süper Lig,Morocco,ST,Left,188,78,,83,82,1,82,0,63,0,77,1,36,0,80,1
216547,220,Rafa,31.0,Beşiktaş,Trendyol Süper Lig,Portugal,CAM,Right,172,66,['ST'],83,93,0,77,0,77,0,86,0,50,0,54,0
242516,220,Cody Gakpo,25.0,Liverpool,Premier League,Holland,ST,Right,189,76,['LW'],83,82,-3,83,1,78,0,83,-1,48,6,75,2
216460,220,José María Giménez,29.0,Atlético de Madrid,LALIGA EA SPORTS,uruguay,CB,Right,185,79,,83,71,0,46,0,58,0,61,0,85,0,82,0
178509,220,Olivier Giroud,38.0,LAFC,MLS,France,ST,Left,193,91,,83,45,2,84,1,74,0,75,1,42,0,81,1
209658,220,Leon Goretzka,29.0,FC Bayern München,Bundesliga,Germany,CM,Right,189,82,['CDM'],83,70,-8,80,-1,80,-1,81,-2,80,0,85,-1
251517,220,Joško Gvardiol,22.0,Manchester City,Premier League,Croatia,LB,Left,185,80,['CB'],83,79,1,69,15,74,5,78,4,83,1,83,0
235790,220,Kai Havertz,25.0,Arsenal,Premier League,Germany,ST,Left,193,82,['CM'],83,77,-1,81,2,80,1,82,-1,49,4,72,4
220814,220,Lucas Hernández,28.0,Paris SG,Ligue 1 McDonald's,france,CB,Left,184,79,['LB'],83,74,-2,54,0,72,2,71,1,84,0,78,0
201399,220,Mauro Icardi,31.0,Galatasaray,Trendyol Süper Lig,argentina,ST,Right,181,79,,83,68,1,83,2,71,2,76,3,40,0,75,3
237086,220,Kim Min Jae,28.0,FC Bayern München,Bundesliga,Korea Republic,CB,Right,190,81,,83,76,-4,33,0,57,-1,63,-1,85,0,83,-1
237678,220,Ibrahima Konaté,25.0,Liverpool,Premier League,France,CB,Right,194,95,,83,75,-2,34,0,59,2,68,0,83,1,84,2
240679,220,Teun Koopmeiners,26.0,Juventus,Serie A Enilive,Holland,CM,Left,183,77,['CAM'],83,66,-2,78,3,83,3,78,2,75,-1,78,1
207410,220,Mateo Kovačić,30.0,Manchester City,Premier League,Croatia,CM,Right,177,80,['CDM'],83,69,0,67,-2,82,0,87,0,71,0,70,0
225375,220,Konrad Laimer,27.0,FC Bayern München,Bundesliga,Austria,CDM,Right,180,72,"['CM', 'RB']",83,80,0,69,0,77,0,77,-1,82,1,78,-1
212218,220,Aymeric Laporte,30.0,Al Nassr,ROSHN Saudi League,Spain,CB,Left,189,85,,83,55,-6,50,0,74,1,70,1,85,-1,76,-2
233486,220,Robin Le Normand,28.0,Atlético de Madrid,LALIGA EA SPORTS,spain,CB,Right,187,81,,83,62,0,26,0,54,0,60,1,84,0,79,0
226161,220,Marcos Llorente,29.0,Atlético de Madrid,LALIGA EA SPORTS,Spain,RM,Right,184,74,"['RB', 'CM', 'RW']",83,89,0,79,1,78,-1,80,0,79,1,81,0
222077,220,Manuel Locatelli,26.0,Juventus,Serie A Enilive,Italy,CDM,Right,185,75,['CM'],83,64,-3,70,0,80,0,78,0,79,0,80,0
231447,220,Donyell Malen,25.0,Borussia Dortmund,Bundesliga,Holland,RM,Right,176,68,"['ST', 'LM', 'RW']",83,89,0,81,1,74,1,85,0,35,0,72,-1
251566,220,Gabriel Martinelli,23.0,Arsenal,Premier League,Brazil,LW,Right,178,75,"['RW', 'LM']",83,89,0,78,0,75,-1,85,-1,46,0,72,0
192883,220,Henrikh Mkhitaryan,35.0,Lombardia FC,Serie A Enilive,Armenia,CM,Right,177,75,['CAM'],83,78,0,79,0,82,3,84,1,72,16,77,5
201153,220,Morata,32.0,Milano FC,Serie A Enilive,Spain,ST,Right,190,84,,83,82,0,81,-1,73,1,80,1,31,0,79,0
208093,220,Gerard Moreno,32.0,Villarreal CF,LALIGA EA SPORTS,Spain,ST,Left,180,77,"['RW', 'CAM']",83,77,0,85,0,77,0,81,0,46,0,72,0
226753,220,André Onana,28.0,Man Utd,Premier League,Cameroon,GK,Right,190,93,,83,83,0,75,-5,87,-1,86,1,61,0,79,-5
204638,220,Willi Orban,32.0,RB Leipzig,Bundesliga,Hungary,CB,Right,186,87,,83,58,0,36,0,56,0,56,0,85,0,78,-3
264240,220,Gavi,20.0,FC Barcelona,LALIGA EA SPORTS,spain,CM,Right,173,70,['LW'],83,76,0,66,0,78,0,85,0,68,0,70,0
189513,220,Parejo,35.0,Villarreal CF,LALIGA EA SPORTS,spain,CM,Right,182,74,['CDM'],83,52,3,80,-3,88,-2,78,-2,74,1,69,0
228251,220,Lorenzo Pellegrini,28.0,AS Roma,Serie A Enilive,italy,CAM,Right,186,77,['CM'],83,79,0,78,2,83,0,83,0,74,0,78,0
240950,220,Pedro Gonçalves,26.0,Sporting CP,Liga Portugal,portugal,LW,Right,173,77,"['CAM', 'CM', 'LM']",83,78,2,82,0,84,3,84,0,63,5,68,2
204935,220,Jordan Pickford,30.0,Everton,Premier League,England,GK,Left,185,77,,83,83,0,78,1,88,1,87,0,53,2,80,0
